transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
17660,12,1837,4/1/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560
2525,48,1837,8/3/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41064
3531,77,1837,9/8/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533
9600,67,1837,10/2/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,36668
9160,3,1837,11/10/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
16794,47,1837,11/25/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,39915
8894,35,1838,4/23/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526
15938,73,1838,7/22/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,41922
4229,37,1838,10/7/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560
11027,96,1838,10/29/2017,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
11236,43,1838,11/11/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41848
9793,88,1839,2/13/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35160
61,0,1839,2/24/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34244
1044,54,1839,4/1/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,33879
8356,36,1839,6/25/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
5035,0,1839,7/25/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,36668
6969,0,1839,10/2/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499
15712,0,1839,11/11/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
7454,11,1840,2/27/2017,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115
11126,32,1840,5/24/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,36145
10911,0,1840,7/11/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367
16027,0,1840,7/11/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,33364
2989,93,1840,7/12/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,34071
16039,14,1840,9/14/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,40553
9168,0,1840,9/23/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,34079
19723,60,1841,1/3/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
4074,0,1841,4/9/2017,0,Approved,Giant Bicycles,Standard,medium,small,1541.62,556.0469512,38199.77655
644,97,1841,8/20/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,42458
1333,83,1841,11/24/2017,1,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
18319,65,1842,1/28/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
11117,30,1842,3/17/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,33552
11878,48,1842,5/3/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
205,58,1842,5/27/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
18,33,1842,6/2/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
15662,48,1843,3/19/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41245
4625,48,1843,3/23/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41167
1307,62,1843,4/23/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,40649
6405,59,1843,9/9/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,40670
4246,28,1844,1/2/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
11631,57,1844,1/19/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
4178,33,1844,1/26/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
15639,40,1844,2/25/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
3608,71,1844,6/23/2017,0,Cancelled,Solex,Standard,high,large,1842.92,1105.75,34996
10214,27,1844,9/15/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
5193,7,1844,11/19/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
1897,95,1845,1/6/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,39031
16455,3,1845,1/20/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37499
5429,52,1845,2/8/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35455
13778,77,1845,3/28/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,36833
17810,92,1845,5/7/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145
13774,26,1845,5/29/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38193
8003,85,1845,12/9/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334
7263,45,1846,1/31/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
11377,55,1847,7/15/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
1606,40,1847,8/8/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
10459,95,1847,11/28/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
18484,17,1848,1/4/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,40487
4417,3,1848,3/8/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009
18133,95,1848,3/18/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,39031
1801,3,1848,3/28/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42145
19603,77,1848,6/11/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,36833
17676,92,1848,11/18/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145
16915,75,1849,4/3/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193
525,37,1849,4/27/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40618
15595,50,1849,5/14/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
7665,75,1849,6/11/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40553
12674,52,1849,8/2/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,40779
17510,2,1849,8/16/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
9840,17,1850,5/17/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
7110,0,1850,6/1/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
4349,12,1850,6/22/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
5101,0,1850,6/29/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
8447,27,1850,7/4/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
1720,36,1850,10/1/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
16592,7,1850,11/16/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
17227,8,1851,2/15/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
17526,53,1851,3/20/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
17907,63,1852,1/1/2017,1,Cancelled,Solex,Standard,medium,medium,1483.2,99.59,36146
10503,88,1852,3/15/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
9857,64,1852,4/17/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
9989,100,1852,5/24/2017,1,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
14383,71,1852,9/24/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
11496,52,1853,2/19/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
6525,79,1853,4/5/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667
10123,26,1853,5/12/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334
14358,7,1853,6/14/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693
14035,45,1853,7/8/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
908,93,1853,7/17/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,34556
5081,7,1853,10/2/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701
3164,2,1853,10/8/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,40784
506,66,1853,12/4/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996
18111,77,1854,2/5/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668
8004,2,1854,7/20/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38647
497,62,1854,12/30/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,34244
19437,85,1855,3/25/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,37626
11463,67,1855,7/6/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,33879
15477,46,1855,7/29/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,37668
5387,59,1855,12/8/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,36146
12778,50,1856,6/30/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
6783,15,1856,8/25/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
931,4,1857,7/27/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,35052
11182,24,1857,9/4/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,42145
6976,96,1857,9/11/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,36361
7379,47,1857,9/18/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,34586
14025,3,1857,10/4/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40553
2435,4,1858,4/10/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,40410
6845,88,1858,5/7/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
6174,54,1858,5/16/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996
11627,33,1858,7/15/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,38991
10842,77,1858,7/25/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38991
8675,35,1858,9/11/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
11478,59,1858,10/20/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,34556
14162,49,1858,12/9/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,40779
7377,28,1859,4/24/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,39298
5187,0,1859,5/21/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,35052
9564,18,1859,6/22/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42218
13428,99,1859,10/13/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823
3635,4,1859,10/15/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,38647
12691,18,1860,2/1/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,34244
1179,54,1860,5/9/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,37823
19406,79,1860,5/29/2017,0,Cancelled,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42218
6904,57,1860,9/25/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,41047
7606,15,1860,11/2/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880
2353,43,1860,12/19/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
12450,36,1861,1/28/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,39526
15428,55,1861,3/17/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,40779
86,1,1861,7/19/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
12743,30,1861,9/20/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,35052
7600,35,1861,10/12/2017,1,Cancelled,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
2292,17,1861,12/1/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,39880
3827,43,1862,3/22/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533
10689,61,1862,4/10/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,36145
18443,0,1862,6/27/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,41047
19555,0,1862,7/11/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
437,13,1862,8/27/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526
1996,18,1862,9/30/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42218
14539,32,1862,10/17/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,38482
7575,40,1863,1/5/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
3094,46,1863,1/24/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
3178,97,1863,1/29/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
19387,15,1863,3/26/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
15731,87,1863,4/28/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
15739,43,1863,12/6/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
11899,49,1864,1/14/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
1355,92,1864,2/28/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
16736,41,1864,4/28/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560
19742,1,1864,4/28/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
12270,40,1864,6/10/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
3929,29,1864,8/25/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
6354,27,1864,9/13/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
11200,76,1864,9/14/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
15954,67,1864,9/19/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
7926,50,1864,11/29/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
13401,12,1864,12/6/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
7405,21,1865,9/22/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
13328,3,1866,2/21/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40670
8254,65,1866,3/8/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42404
10588,41,1866,4/24/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,34165
11533,5,1866,5/5/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38206
17187,73,1866,5/6/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,38991
9891,3,1866,8/24/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009
1648,64,1866,10/5/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,36668
15778,68,1866,10/31/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,39915
10194,41,1866,11/22/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,34165
4271,75,1867,2/13/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
15525,9,1867,2/23/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
1639,69,1867,4/8/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
7969,71,1867,6/1/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
18079,42,1867,7/29/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526
18896,99,1867,8/27/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
3183,15,1867,12/8/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
10783,65,1867,12/28/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
10067,77,1868,2/12/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,36833
10963,3,1868,4/3/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36361
12113,48,1868,7/9/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688
14721,68,1868,7/14/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,39915
3467,57,1868,9/13/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586
13001,63,1868,12/4/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,38216
19922,0,1869,1/6/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37698
17278,0,1869,1/14/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499
15879,0,1869,8/30/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455
14580,89,1869,11/19/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427
18617,56,1870,2/18/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
17157,17,1870,4/9/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
6225,73,1870,4/19/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
13342,54,1870,6/11/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
16900,42,1870,8/16/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526
11836,81,1870,10/6/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
1723,58,1870,11/22/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
6809,7,1871,5/28/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052
14583,15,1871,7/18/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,34143
6792,0,1871,8/26/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,42458
14524,45,1871,9/27/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,40649
19142,75,1872,2/15/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40553
9380,2,1872,5/7/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,40784
6914,96,1872,6/22/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,34556
1354,46,1872,7/30/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,37668
18005,33,1872,8/13/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
11108,41,1872,12/27/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,34071
8461,42,1873,3/23/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,35667
7393,51,1873,4/19/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,37220
8889,35,1873,8/31/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38750
2757,35,1873,12/22/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052
2593,31,1874,6/24/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367
704,0,1874,8/1/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35470
13190,29,1874,9/10/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
10726,0,1874,9/22/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,42105
14543,5,1874,9/22/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
17786,0,1875,2/15/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
11842,12,1875,3/23/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429
19111,46,1875,4/20/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,39526
16691,81,1875,6/9/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
5983,82,1875,9/11/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888
12264,0,1875,9/23/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838
17007,3,1876,2/8/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38859
11781,3,1876,5/9/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009
18853,60,1876,6/25/2017,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848
6565,60,1876,8/8/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848
6941,60,1876,8/14/2017,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848
4091,0,1877,1/18/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41922
16956,0,1877,2/26/2017,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,40670
11259,23,1877,3/11/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874
10572,2,1877,6/8/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40410
789,69,1877,7/3/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42226
8713,97,1877,10/11/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701
6850,50,1878,1/29/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
14430,59,1878,5/22/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
15789,15,1878,8/11/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
17230,45,1878,8/13/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
14437,57,1878,8/17/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
9654,8,1878,11/28/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
9835,86,1879,1/4/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
7042,9,1879,1/10/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
18586,0,1879,2/9/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
14241,30,1879,2/12/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
17914,91,1879,3/23/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
6414,23,1879,10/26/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
1733,0,1879,11/13/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
2135,21,1880,1/12/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
2423,66,1880,2/9/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
4619,15,1880,7/5/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
7900,15,1880,7/20/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
1053,35,1880,10/24/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
338,32,1881,1/2/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37698
13158,44,1881,3/19/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,34071
16644,82,1881,4/21/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
2281,39,1881,4/25/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526
752,59,1881,10/29/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,40779
10799,87,1881,11/15/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,36367
9376,36,1881,11/25/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,36498
7861,90,1882,2/24/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
8507,31,1882,3/18/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
14627,87,1882,3/24/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
13034,58,1882,3/28/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
12092,73,1882,6/20/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
1071,12,1882,8/24/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
18875,35,1883,2/1/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
1987,20,1883,6/1/2017,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
303,48,1883,11/18/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
1608,88,1884,1/5/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482
18531,67,1884,2/11/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,40410
5182,58,1884,2/25/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36146
1906,6,1884,2/26/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298
16930,4,1884,3/3/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40649
6212,94,1884,8/5/2017,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458
11969,17,1884,12/6/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,39880
19812,80,1885,3/13/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879
8195,35,1885,3/23/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
5356,0,1885,5/12/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41167
16811,4,1885,5/20/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145
19114,81,1885,7/23/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,38991
14607,46,1885,8/16/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,38750
15832,0,1885,11/14/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
11799,77,1885,11/17/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064
2487,90,1885,12/26/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,35560
2150,90,1886,5/9/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
6104,25,1886,8/18/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
16568,40,1886,12/6/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
6676,12,1886,12/24/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
14146,39,1887,1/8/2017,0,Cancelled,Giant Bicycles,Standard,medium,large,1812.75,582.48,34071
18993,3,1887,1/17/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
4040,23,1887,2/17/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33455
16162,93,1887,4/6/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33364
